crop_type,yield_per_acre,sowing_date,harvest_date,soil_nutrient_levels,rainfall,temperature,farmer_id,subsidy_amount,disbursement_date,soil type,crop name,location,Amount paid,Water usage(Litres),Electricity,Workers,Number of Acres
wheat,70.68,6/18/2021,02-10-2022,high,43.07,40.98,180,1942.65,03-12-2022,Black,Plum,Jammu and Kashmir,1763,957,FALSE,3,58
cotton,27.73,02-08-2020,2/28/2022,medium,45.08,65.77,181,6059.9,4/26/2020,Saline,Tea,Karnataka,7370,429,TRUE,10,545
wheat,6.28,12/13/2021,10/28/2020,low,42.12,71.37,182,2847.12,8/18/2021,Mountain,Barley,Telangana,2552,826,TRUE,7,245
soybeans,35.37,11/21/2022,9/18/2022,medium,30.1,43.07,183,819.19,2/17/2021,Laterite,Chili,Karnataka,2249,633,TRUE,4,543
wheat,19.46,6/14/2022,01-03-2020,low,24.39,78.19,184,9138.68,04-08-2021,Peaty,Maize,Maharashtra,4780,483,FALSE,1,158
cotton,37.24,9/14/2022,11/28/2020,high,34.96,86.32,185,5879.75,10-11-2020,Alluvial,Onion,Kerala,760,956,TRUE,3,660
corn,67.16,01-06-2022,7/23/2021,high,46.4,69.39,186,5949.67,12/16/2021,Alluvial,Sesame,Kerala,4785,337,TRUE,8,915
rice,42.92,06-02-2021,12-05-2020,high,47.56,109.9,187,3870.7,09-09-2021,Black,Chickpea,Maharashtra,9618,775,TRUE,10,110
cotton,1.71,02-04-2021,1/16/2022,low,46.91,12.79,188,5977.98,06-01-2022,Desert,Coffee,Rajasthan,4681,703,FALSE,6,302
rice,97.32,5/24/2021,09-05-2022,low,35.74,102.76,189,1270.41,7/25/2020,Clayey,Coriander,Madhya Pradesh,1794,613,TRUE,5,519
corn,16.18,9/24/2022,10/17/2022,low,1.21,55.63,190,747.28,10/26/2020,Laterite,Tur (Pigeon Pea),Madhya Pradesh,5796,195,TRUE,5,237
rice,7.95,1/24/2020,12-04-2022,medium,37.9,58.92,191,5177.55,11/23/2021,Loamy,Areca nut,Tamil Nadu,3396,754,FALSE,4,782
corn,33.34,10/19/2021,12/26/2021,medium,37.45,95.71,192,7074.74,01-06-2021,Alluvial,Wheat,Himachal Pradesh,1030,532,FALSE,5,114
soybeans,94.52,08-09-2021,12/30/2022,low,31.67,46.49,193,6435.43,12-10-2020,Desert,Wheat,Rajasthan,5099,593,TRUE,8,850
rice,32.46,8/27/2022,05-10-2022,high,18.01,60.05,194,5737.66,11/13/2020,Peaty,Cumin,Odisha,8159,535,FALSE,6,341
wheat,64.68,02-01-2020,5/19/2020,high,24.39,108.63,195,5605.48,12-12-2021,Peaty,Sesame,Himachal Pradesh,631,146,FALSE,7,575
wheat,44.2,12/27/2021,08-10-2021,medium,25.65,-8.64,196,7558.97,8/20/2020,Alluvial,Tur (Pigeon Pea),Himachal Pradesh,1544,278,TRUE,9,26
wheat,47.31,11/13/2022,08-09-2022,high,38.74,43.45,197,7160.83,8/31/2022,Alluvial,Plum,Jammu and Kashmir,7335,689,FALSE,7,466
wheat,38.68,8/29/2022,02-06-2020,low,48.47,119.96,198,7610.4,3/22/2021,Clayey,Barley,Maharashtra,249,137,FALSE,4,517
soybeans,7.29,5/18/2021,9/17/2022,low,13.17,18.66,199,4788.19,01-07-2021,Peaty,Plum,Assam,4131,176,TRUE,7,696
corn,6.18,06-05-2021,1/20/2020,low,6.47,9.54,200,721.6,10/19/2022,Saline,Pulses,Himachal Pradesh,5261,445,TRUE,7,626
soybeans,20.67,5/18/2020,5/28/2020,low,25.94,83.26,201,6707.01,4/28/2021,Saline,Chili,Uttar Pradesh,5091,954,FALSE,5,885
soybeans,1.49,05-03-2020,1/20/2021,low,4.95,17.98,202,1549.41,06-11-2022,Saline,Maize,Andhra Pradesh,2050,724,TRUE,3,567
wheat,88.66,10-02-2020,11-02-2021,high,23.91,12.79,203,9399.58,4/19/2020,Red,Groundnut,Odisha,2525,325,FALSE,6,226
wheat,85.99,12-04-2020,5/29/2021,medium,32.58,33.03,204,5797.08,11-09-2022,Red,Tea,Uttar Pradesh,8279,306,TRUE,5,174
rice,55.3,1/14/2022,10/15/2021,low,37.22,-10.17,205,203.2,12/23/2021,Black,Sesame,Bihar,3440,259,FALSE,3,228
rice,56.68,9/26/2020,11/17/2021,high,2.5,65.74,206,3529.86,1/23/2022,Mountain,Plum,Rajasthan,8178,355,TRUE,7,487
corn,11.77,11-02-2022,11/24/2020,medium,30.47,59.01,207,2755.67,8/25/2020,Peaty,Sugarcane,Rajasthan,5253,304,FALSE,8,60
wheat,39.02,11/23/2022,01-08-2020,low,8.07,59.71,208,3143.69,3/26/2021,Black,Sorghum,Uttar Pradesh,7175,58,TRUE,9,136
wheat,22.53,12/19/2020,4/23/2022,medium,2.01,69.96,209,9750.59,01-04-2020,Laterite,Guar,Maharashtra,2804,854,FALSE,9,254
cotton,68.3,7/15/2020,06-04-2020,medium,31.86,34.42,210,6506.96,5/26/2020,Laterite,Mustard,Punjab,6891,544,TRUE,2,222
wheat,27.29,8/22/2021,7/18/2022,medium,30.45,-12.18,211,21.64,06-09-2021,Alluvial,Groundnut,Chhattisgarh,490,930,TRUE,9,366
corn,60.32,03-12-2020,05-12-2020,high,19.69,82.96,212,3915.21,05-09-2020,Laterite,Ragi,Karnataka,6605,175,TRUE,5,21
cotton,43.6,06-10-2021,2/19/2020,medium,40.64,75.3,213,7806.65,2/17/2022,Laterite,Vegetables,Uttar Pradesh,8687,923,FALSE,6,736
wheat,28.05,5/29/2021,05-05-2021,low,25.3,86.31,214,8654.69,4/24/2022,Peaty,Ragi,Uttar Pradesh,9983,330,TRUE,7,370
wheat,70.15,7/24/2022,4/18/2020,low,49.16,55.41,215,9978.28,12/31/2021,Loamy,Potato,Himachal Pradesh,2609,79,TRUE,5,799
cotton,71.25,4/13/2021,8/25/2021,low,41.13,-13.99,216,446.46,11/24/2020,Laterite,Tur (Pigeon Pea),Uttar Pradesh,8701,835,FALSE,9,630
cotton,64.03,03-04-2020,3/19/2022,medium,17.23,-9.53,217,444.73,09-12-2022,Mountain,Apple,Haryana,5897,474,TRUE,4,385
soybeans,15.06,06-05-2022,11/22/2022,high,28.22,86.01,218,7391.98,2/13/2020,Mountain,Potato,Maharashtra,6330,894,FALSE,6,889
soybeans,90.2,02-02-2020,4/23/2021,low,33.81,37.7,219,9496.21,10-08-2020,Alluvial,Cotton,Himachal Pradesh,2258,485,FALSE,3,594
cotton,91.91,04-06-2020,9/20/2020,medium,7.21,22.94,220,8701.43,11/25/2022,Mountain,Barley,Himachal Pradesh,1905,543,TRUE,1,323
soybeans,38.07,06-06-2020,7/28/2020,high,44.99,105.56,221,1960.74,11/14/2022,Laterite,Tobacco,Bihar,4952,425,TRUE,4,223
cotton,21.27,10/13/2022,4/30/2021,high,16.07,80.06,222,5420.01,6/16/2020,Saline,Plum,Telangana,7562,577,FALSE,10,669
cotton,36.79,06-09-2021,5/21/2020,low,20.52,-1.75,223,9739.94,3/26/2021,Peaty,Millets,Gujarat,5974,763,TRUE,1,349
corn,48.57,10/16/2022,5/16/2020,low,24.38,31.75,224,1061.88,1/22/2022,Desert,Cotton,Uttarakhand,3169,228,TRUE,5,541
rice,47.43,11/30/2022,7/18/2020,low,22.54,13.77,225,1902.86,05-07-2022,Black,Plum,West Bengal,1054,888,FALSE,9,34
soybeans,81.65,3/17/2021,5/23/2021,low,46.02,113.22,226,6711.15,11/29/2021,Desert,Peach,Jammu and Kashmir,2185,401,TRUE,4,702
corn,35.64,3/30/2022,12/28/2022,high,10.29,61.66,227,3368.11,6/23/2020,Black,Tur (Pigeon Pea),Kerala,9248,45,FALSE,8,339
corn,92.09,04-09-2021,04-03-2020,high,8.94,73.34,228,7524.35,7/30/2021,Peaty,Chili,Karnataka,4683,48,TRUE,3,624
cotton,55.12,9/27/2020,07-10-2020,medium,14.98,102.11,229,9831.52,10-04-2022,Mountain,Tea,Uttarakhand,6217,839,FALSE,8,431
rice,87.05,7/20/2020,6/18/2021,high,39.71,84.22,230,1886.06,6/23/2020,Laterite,Pineapple,Kerala,5930,283,TRUE,5,237
corn,22,10/23/2021,09-03-2021,high,15.69,0.71,231,2513.88,10/30/2022,Black,Plum,Kerala,7497,636,TRUE,4,940
corn,62.12,12/22/2020,6/24/2022,high,21.76,13.32,232,4281.85,2/21/2021,Laterite,Barley,Gujarat,7321,536,TRUE,1,979
wheat,59.13,2/17/2021,10/17/2020,high,26.69,85,233,7694.04,02-04-2020,Desert,Rice,Jammu and Kashmir,7184,941,TRUE,6,503
wheat,73.88,8/29/2020,09-06-2021,low,39.8,-3.42,234,4623.29,1/14/2020,Mountain,Maize,Himachal Pradesh,2940,89,TRUE,2,485
wheat,16.36,5/23/2022,9/26/2020,high,11.9,23.69,235,1078.26,10/29/2020,Mountain,Coriander,West Bengal,4305,778,FALSE,6,406
soybeans,40.24,04-09-2020,7/14/2022,high,3.16,33.88,236,5591.1,6/16/2022,Black,Plum,Madhya Pradesh,2302,809,TRUE,1,863
soybeans,61.47,11/24/2021,9/26/2022,medium,32.75,-3.74,237,3710.12,12/14/2021,Loamy,Date Palm,Punjab,6937,598,TRUE,9,705
cotton,86.81,04-12-2021,07-01-2020,low,26.89,-8.02,238,4388.94,06-11-2021,Laterite,Rice,Tamil Nadu,5983,698,TRUE,8,444
cotton,66.31,8/19/2022,2/28/2020,medium,7.32,-3.88,239,2858.38,12/19/2020,Laterite,Mustard,Rajasthan,3823,950,TRUE,2,221
corn,66.49,8/19/2020,8/19/2021,low,46.6,97.81,240,6256.67,9/26/2022,Mountain,Tur (Pigeon Pea),Jammu and Kashmir,9968,328,TRUE,1,417
corn,55.86,8/22/2021,09-09-2022,medium,12.24,58.51,241,9865.02,03-12-2021,Black,Wheat,Kerala,5010,26,FALSE,8,44
rice,59.84,10/23/2022,07-12-2020,medium,25.06,92.09,242,5314.64,08-04-2020,Alluvial,Jute,Maharashtra,2071,294,TRUE,3,486
cotton,49.01,8/22/2022,06-03-2021,medium,35.47,114.04,243,9484.97,02-06-2021,Black,Coffee,Odisha,1447,389,TRUE,9,476
cotton,61.16,06-06-2021,3/19/2020,high,47.7,14.89,244,9002.62,02-10-2020,Mountain,Cotton,Telangana,1993,219,TRUE,2,192
soybeans,65.96,9/16/2022,12/18/2022,low,40.7,119.18,245,7856.09,9/16/2021,Saline,Date Palm,Himachal Pradesh,9355,701,FALSE,4,570
cotton,62.43,4/28/2020,3/16/2022,medium,4.83,-18.14,246,3971.95,1/31/2021,Mountain,Jute,Rajasthan,7193,255,TRUE,4,873
cotton,66.25,6/17/2022,6/24/2021,low,18.67,13.55,247,6881.33,07-11-2022,Loamy,Potato,Rajasthan,7723,993,FALSE,5,173
wheat,44.37,05-09-2020,11/22/2021,high,44.74,61.78,248,5896.99,06-12-2021,Alluvial,Rice,Haryana,6016,670,TRUE,10,108
soybeans,60.06,09-12-2020,6/14/2021,high,14.5,44.91,249,4440.83,7/20/2022,Desert,Millets,West Bengal,5307,6,FALSE,4,282
rice,68.96,1/25/2022,3/20/2020,low,4.46,41.76,250,5515.28,8/28/2020,Laterite,Bajra (Pearl Millet),West Bengal,7027,283,FALSE,1,606
wheat,16.89,04-12-2020,06-05-2022,low,30.64,7.49,251,5785.89,10-01-2020,Alluvial,Coffee,Uttar Pradesh,5748,185,TRUE,8,982
wheat,59.52,09-04-2022,10/15/2020,medium,6.12,69.68,252,4065.32,08-01-2020,Mountain,Cashew,Uttar Pradesh,1571,324,TRUE,1,836
cotton,12.42,1/17/2022,12/27/2022,low,23.65,84.2,253,619.03,7/29/2022,Black,Apple,Punjab,1664,768,FALSE,4,866
wheat,82.8,8/19/2022,11/28/2021,low,4.43,1.14,254,9496.44,1/28/2022,Red,Tea,Haryana,2255,960,TRUE,6,532
rice,13.74,02-10-2021,3/23/2021,medium,19.83,-19.51,255,6825.58,11/21/2021,Saline,Maize,Kerala,8351,218,TRUE,10,849
soybeans,37.65,05-05-2022,8/13/2022,high,39.12,51.22,256,5827.44,03-04-2022,Desert,Peanut,Madhya Pradesh,9478,708,FALSE,8,181
corn,1.23,02-04-2021,11/13/2020,low,30.26,-17.04,257,9563.35,08-12-2022,Saline,Rice,Odisha,5401,199,FALSE,10,972
wheat,97.28,11-12-2022,12/21/2021,high,44.46,0.69,258,8827.48,5/22/2020,Laterite,Groundnut,Bihar,7411,130,FALSE,1,375
cotton,1.89,2/14/2021,3/15/2022,medium,4.81,52.92,259,6454.99,10/15/2020,Laterite,Vegetables,West Bengal,9077,127,FALSE,3,806
rice,34.4,7/26/2022,09-01-2022,low,27.74,118.57,260,2809.37,04-02-2020,Red,Plum,Chhattisgarh,9280,154,TRUE,10,978
cotton,54.89,11/21/2020,05-03-2020,low,32.18,19.69,261,8945.33,12/22/2020,Clayey,Pineapple,Maharashtra,2015,889,TRUE,2,270
soybeans,75.84,10-03-2021,9/28/2021,medium,43.43,28.96,262,2406.68,1/18/2022,Saline,Cumin,Uttarakhand,1468,932,TRUE,9,646
cotton,96.89,2/18/2021,2/27/2020,low,5.58,-10.74,263,8151.19,01-01-2021,Peaty,Lentil,Jammu and Kashmir,2592,679,FALSE,6,67
soybeans,97.13,9/30/2021,03-10-2020,low,36.99,79.19,264,4129.66,2/21/2021,Desert,Chickpea,Himachal Pradesh,3375,405,TRUE,10,982
wheat,99.39,4/23/2020,11-07-2021,medium,0.53,112.5,265,1813.93,06-01-2021,Alluvial,Peach,Chhattisgarh,7073,770,TRUE,7,51
corn,73.02,6/22/2021,3/29/2022,high,20.46,-0.09,266,1714.94,04-08-2022,Clayey,Sorghum,West Bengal,8058,311,TRUE,9,999
soybeans,33.12,6/15/2021,9/20/2020,high,33.96,70.61,267,879.96,7/27/2021,Desert,Areca nut,Himachal Pradesh,2289,563,TRUE,8,515
rice,22.23,12/13/2021,01-06-2022,medium,31.41,69.09,268,6120.64,11-01-2020,Peaty,Potato,Haryana,5052,696,FALSE,4,285
wheat,47.8,11/27/2021,01-03-2020,medium,40.5,110.53,269,1973.17,11/18/2020,Peaty,Onion,Assam,4359,567,FALSE,5,384
wheat,70.78,04-12-2020,5/30/2021,low,32.76,21.74,270,5253.09,12/25/2021,Mountain,Maize,Bihar,5931,917,FALSE,7,387
cotton,25.33,01-11-2020,03-01-2020,high,9.19,11.02,271,4344.04,9/21/2020,Red,Sorghum,Punjab,1170,168,TRUE,9,347
wheat,10.65,11/23/2020,06-10-2020,medium,27.11,18.8,272,6972.41,1/15/2022,Desert,Plum,Madhya Pradesh,8152,611,TRUE,10,839
soybeans,74.24,9/27/2020,02-02-2022,low,15.51,38.57,273,8351.2,5/13/2022,Black,Chili,Uttar Pradesh,6557,883,TRUE,6,636
corn,91.43,09-03-2020,04-05-2021,low,34.09,85.27,274,4838.17,04-12-2020,Saline,Tobacco,Rajasthan,895,937,FALSE,4,686
wheat,18.14,10-09-2021,06-03-2022,medium,16.79,20.41,275,6450.35,07-12-2020,Peaty,Potato,Uttarakhand,2252,59,TRUE,9,342
corn,67.62,6/24/2020,9/20/2022,low,43.64,56.84,276,7793.35,04-01-2020,Red,Tea,Odisha,3266,912,FALSE,9,582
corn,60.08,07-02-2021,8/31/2020,high,36.04,118.27,277,8276.79,05-12-2021,Black,Cumin,Bihar,6687,691,TRUE,6,48
wheat,19.02,12/17/2022,05-10-2021,low,33.36,107.71,278,5370.72,2/29/2020,Desert,Vegetables,Himachal Pradesh,4528,235,TRUE,10,807
wheat,33.28,9/25/2020,11/18/2022,low,15.39,36.41,279,3242.54,12-02-2022,Loamy,Plum,Chhattisgarh,4120,362,FALSE,6,207
soybeans,39.88,1/19/2022,12-03-2022,high,49.66,104.71,280,7400.2,1/25/2020,Clayey,Barley,Telangana,5575,568,TRUE,6,367
cotton,14.31,9/27/2022,5/13/2022,medium,45.91,97.19,281,4027.89,3/31/2021,Black,Cashew,Tamil Nadu,2157,119,TRUE,10,622
soybeans,97.21,1/31/2021,7/28/2022,low,27.53,76.11,282,3420.24,06-03-2020,Mountain,Chili,Odisha,5209,658,TRUE,5,113
rice,65.5,09-04-2022,10/13/2022,high,0.04,19.17,283,7542.91,07-07-2020,Black,Wheat,Uttarakhand,8373,748,FALSE,10,631
wheat,63.47,09-08-2021,10-09-2022,high,43.33,79.85,284,3974.4,08-01-2022,Clayey,Coffee,Haryana,307,376,TRUE,10,262
rice,55.41,11-02-2022,08-11-2020,high,1.22,101.88,285,9436.88,2/28/2022,Desert,Cotton,Haryana,9600,971,TRUE,2,332
wheat,32.62,10/13/2021,6/18/2022,medium,35.67,43.51,286,2470.61,10/17/2020,Loamy,Sunflower,Punjab,4547,693,TRUE,7,695
soybeans,86.07,12/13/2020,7/25/2021,high,12.97,102.26,287,3208.76,12/14/2022,Clayey,Pulses,Karnataka,9273,72,FALSE,2,429
rice,91.3,8/14/2022,3/29/2021,low,37.85,106.72,288,9371.38,11/26/2020,Loamy,Chili,Uttarakhand,5159,436,TRUE,6,187
wheat,28.99,8/30/2022,08-05-2020,high,40.86,69.01,289,9672.84,4/28/2021,Saline,Groundnut,Andhra Pradesh,9320,421,FALSE,8,184
rice,72.38,02-03-2020,8/17/2020,high,4.34,-3.47,290,8974.01,4/28/2022,Mountain,Chickpea,Haryana,4132,459,TRUE,2,886
rice,95.1,12-04-2022,12/20/2022,low,27.9,-18.17,291,5805.19,10/18/2020,Laterite,Sunflower,Madhya Pradesh,1631,406,FALSE,8,686
corn,95.75,3/14/2020,10-08-2022,medium,40.58,117.28,292,539.27,9/21/2021,Laterite,Peanut,Bihar,5561,849,FALSE,10,43
corn,5.98,11/15/2021,07-08-2021,medium,15.21,-6.95,293,4991.74,5/19/2021,Saline,Guar,Haryana,5197,104,FALSE,6,364
wheat,73.68,05-03-2020,12-06-2020,low,38.91,61.11,294,3389.08,4/29/2020,Saline,Barley,Chhattisgarh,1575,422,FALSE,4,396
soybeans,79.88,1/18/2022,2/20/2020,high,36.49,-17.07,295,8170,7/25/2022,Desert,Onion,Chhattisgarh,4468,911,FALSE,4,904
corn,13.7,12/29/2020,10/24/2021,medium,26.73,28.94,296,955.66,2/20/2021,Alluvial,Jute,Telangana,2593,893,TRUE,10,641
cotton,55.11,07-02-2020,06-11-2022,low,45.81,43.97,297,1004.65,7/20/2022,Black,Millets,Odisha,7739,478,TRUE,7,887
rice,10.44,02-06-2022,4/20/2020,low,27.92,85.9,298,6924.75,8/16/2021,Desert,Sesame,Uttarakhand,8850,748,TRUE,10,131
corn,5.77,11/16/2021,07-07-2021,high,35.87,105.96,299,4233.79,2/25/2022,Loamy,Pineapple,Madhya Pradesh,1674,820,TRUE,9,760
corn,69.76,2/21/2020,2/26/2020,medium,2.52,118.84,300,6601.6,3/20/2022,Saline,Areca nut,Uttar Pradesh,4166,573,TRUE,3,125
rice,75.6,5/30/2021,10-03-2022,low,19.12,-18.15,301,7627.45,8/31/2021,Alluvial,Plum,Himachal Pradesh,4805,346,TRUE,2,458
rice,40.1,4/20/2020,02-11-2020,low,48.78,4.44,302,5439.03,07-04-2021,Alluvial,Ragi,Madhya Pradesh,7347,958,TRUE,8,163
soybeans,95.67,10-10-2022,2/15/2021,high,49.08,33.09,303,6090.48,4/20/2021,Red,Maize,Gujarat,4535,59,TRUE,4,199
wheat,80.87,11/16/2020,6/14/2021,high,6.92,54.69,304,8103.63,12/23/2022,Black,Peanut,Gujarat,8851,215,TRUE,3,353
soybeans,98.57,3/13/2022,1/20/2021,low,38.02,7.86,305,9689.54,1/20/2022,Laterite,Cashew,West Bengal,2004,547,TRUE,6,33
rice,95.96,8/30/2021,5/30/2022,high,45.3,53.04,306,5431.76,10/13/2022,Red,Potato,Punjab,9376,826,TRUE,3,440
rice,51.13,08-11-2021,8/19/2021,low,13.98,16.83,307,9729.97,03-02-2020,Red,Chili,Odisha,2001,23,TRUE,9,699
cotton,94.47,8/17/2021,3/31/2021,low,11.41,8.39,308,4402.8,5/30/2020,Red,Peach,Kerala,7369,253,TRUE,8,290
corn,31.01,06-02-2022,06-03-2022,low,7.94,0.03,309,8182.04,7/14/2022,Red,Cashew,Rajasthan,6954,292,FALSE,7,220
soybeans,74.04,09-11-2022,7/16/2020,high,9.92,69.89,310,5756.62,7/18/2022,Peaty,Bajra (Pearl Millet),Karnataka,4159,487,TRUE,1,577
soybeans,22.46,7/15/2022,11/18/2020,low,46.36,110.51,311,6214.05,7/22/2022,Red,Vegetables,Punjab,3526,14,FALSE,4,426
cotton,25.63,3/23/2021,9/30/2020,low,21.62,78.99,312,2572.96,12/18/2020,Laterite,Pulses,Haryana,4597,495,TRUE,6,147
rice,12.44,12-02-2021,6/22/2020,medium,1.72,39.63,313,7815.22,2/28/2021,Clayey,Rice,Jammu and Kashmir,3954,41,FALSE,10,560
rice,40.55,9/13/2022,12/17/2022,medium,26.91,1.64,314,1203.98,10-11-2020,Clayey,Chili,West Bengal,9886,643,FALSE,7,422
cotton,23.86,8/27/2022,02-07-2021,low,37.3,22.52,315,4985.71,09-07-2021,Black,Vegetables,Assam,7734,441,TRUE,5,166
soybeans,18.79,3/23/2020,3/15/2022,medium,45.29,-13.62,316,6565.5,12-12-2022,Mountain,Onion,Madhya Pradesh,4044,545,TRUE,4,210
cotton,72.97,9/23/2022,07-09-2021,medium,36.7,106.63,317,3149.49,1/19/2021,Saline,Apple,Telangana,1369,876,TRUE,9,387
soybeans,94.1,3/27/2021,11-07-2021,high,30.2,-12.49,318,2764.21,09-07-2020,Loamy,Cabbage,Odisha,3637,538,TRUE,7,178
rice,58.53,03-12-2020,11/14/2021,low,27.7,83.17,319,4650.03,12-08-2021,Alluvial,Sunflower,Chhattisgarh,4446,417,TRUE,10,432
soybeans,37.91,8/13/2021,12-12-2022,high,24.16,-13.41,320,1755.7,12/19/2020,Alluvial,Jute,Gujarat,2140,333,TRUE,1,457
corn,91.15,09-01-2022,9/27/2020,low,36.37,83.85,321,4375.39,02-11-2022,Saline,Guar,Assam,4419,33,TRUE,6,423
cotton,31.31,06-08-2020,7/16/2022,low,35.41,84.11,322,4490.12,3/26/2022,Desert,Maize,Tamil Nadu,5248,766,TRUE,3,338
wheat,11.48,2/28/2022,08-05-2021,low,36.24,18.89,323,4311.36,7/29/2021,Alluvial,Cabbage,Karnataka,2954,751,TRUE,1,418
cotton,93.27,5/13/2021,4/27/2022,low,46.17,8.51,324,4702.71,02-01-2022,Desert,Pineapple,Rajasthan,1732,365,FALSE,3,873
corn,8.02,05-08-2021,11/18/2020,high,41.89,-10.92,325,9556.75,02-10-2021,Peaty,Mustard,Jammu and Kashmir,2203,632,TRUE,6,828
rice,97.92,8/30/2021,10-10-2021,high,29.04,-13.69,326,6194.27,8/20/2021,Mountain,Lentil,Bihar,5767,583,FALSE,4,6
wheat,20.73,03-04-2020,12/16/2021,high,4.56,100.89,327,2337.71,7/17/2021,Mountain,Maize,Tamil Nadu,5254,692,TRUE,8,947
soybeans,67.87,9/14/2022,3/22/2021,medium,38.74,-0.14,328,3807.76,08-08-2021,Mountain,Cotton,Gujarat,3495,939,TRUE,3,46
corn,88.18,9/30/2022,2/24/2022,medium,49.81,83.23,329,3551.25,03-09-2021,Peaty,Peanut,Gujarat,2395,400,FALSE,6,70
wheat,40.22,10-07-2022,8/26/2020,low,17.27,19.63,330,3278.49,10/17/2022,Loamy,Peach,Haryana,1677,911,TRUE,9,432
wheat,26.26,10-05-2020,02-04-2020,high,18.07,108.24,331,3980.97,6/20/2021,Red,Chickpea,Chhattisgarh,9226,310,FALSE,10,303
wheat,79.5,10/25/2021,11/21/2022,low,35.28,85.08,332,5427.98,01-04-2020,Laterite,Sorghum,Himachal Pradesh,4703,899,TRUE,5,440
corn,88.84,7/27/2020,4/20/2021,low,36.55,6.56,333,4351.67,2/28/2022,Alluvial,Groundnut,Andhra Pradesh,7149,61,FALSE,4,417
soybeans,9.81,6/20/2020,07-10-2020,medium,32.37,86.93,334,4874.82,5/28/2022,Desert,Vegetables,Punjab,7451,466,FALSE,4,554
cotton,60.74,12-03-2020,6/22/2020,low,40.25,32.52,335,6182.98,07-12-2020,Red,Apple,Rajasthan,3980,935,FALSE,10,760
soybeans,73.34,01-08-2021,2/14/2020,low,39.46,-3.73,336,2709.24,1/26/2021,Desert,Rice,Madhya Pradesh,6851,999,FALSE,4,573
corn,61.35,8/27/2022,1/14/2021,medium,5.4,2.46,337,9475.9,01-06-2022,Saline,Bajra (Pearl Millet),Tamil Nadu,5056,94,FALSE,1,555
soybeans,17.1,12/22/2020,1/30/2021,high,39.68,118.12,338,5738.89,7/16/2020,Loamy,Chickpea,Punjab,2961,998,FALSE,4,503
cotton,61.55,01-11-2021,1/19/2020,medium,14.29,19.6,339,6972.14,10/16/2021,Red,Pulses,Telangana,8912,945,FALSE,10,849
cotton,44.04,1/18/2021,7/25/2021,low,49.59,70.52,340,5029.99,6/28/2020,Clayey,Sugarcane,Gujarat,5708,268,FALSE,10,434
wheat,69.02,12-06-2022,1/25/2020,high,16.33,13.29,341,2366.94,07-05-2021,Laterite,Coriander,Andhra Pradesh,2176,741,FALSE,3,607
rice,3.36,12-01-2020,01-02-2020,high,27.71,66.78,342,7388.54,12/25/2021,Clayey,Pineapple,Assam,655,659,TRUE,4,607
corn,23.68,09-06-2021,10/29/2022,low,46.84,110.4,343,470.56,9/21/2020,Alluvial,Mustard,Kerala,8226,727,TRUE,3,514
soybeans,58.09,2/25/2022,9/26/2020,low,32.71,86.09,344,2681.93,5/26/2022,Saline,Cumin,Jammu and Kashmir,6342,16,TRUE,5,616
corn,96.41,9/28/2021,3/30/2020,low,29.22,29.3,345,9628.26,4/23/2021,Laterite,Millets,Punjab,3842,664,TRUE,7,538
corn,7.55,8/29/2020,6/21/2020,high,6.6,7.16,346,1883.76,10/18/2020,Red,Sesame,Odisha,9637,925,TRUE,8,162
cotton,25.53,5/15/2022,05-09-2020,high,19.21,43.72,347,5009.08,12/28/2021,Saline,Tobacco,Haryana,5257,663,TRUE,8,668
rice,39.65,8/18/2021,11/17/2021,low,29.59,83.73,348,468.36,9/23/2021,Black,Tobacco,Kerala,1647,791,TRUE,7,786
rice,58.74,07-09-2020,05-05-2021,low,45.75,40.6,349,7486.8,7/16/2021,Saline,Ragi,Maharashtra,2036,102,FALSE,2,788
soybeans,57.71,05-11-2020,01-07-2021,medium,2.14,-19.54,350,1038.66,11/19/2022,Red,Mustard,Uttarakhand,1188,230,FALSE,2,949
cotton,90.4,03-11-2020,4/28/2020,high,15.94,5.92,351,8267.95,12-10-2020,Saline,Mustard,Maharashtra,6257,246,FALSE,8,378
soybeans,44.66,12-03-2020,7/22/2020,medium,5,24,352,6188.67,3/31/2021,Clayey,Areca nut,Rajasthan,9330,311,TRUE,1,969
soybeans,84.38,3/15/2021,1/15/2021,low,14.02,92.07,353,9735.35,01-01-2021,Mountain,Maize,Jammu and Kashmir,2819,445,TRUE,5,755
rice,89.36,05-06-2020,09-06-2021,high,37.22,-3.29,354,4088.68,2/27/2020,Alluvial,Coffee,Gujarat,2313,462,TRUE,1,894
soybeans,93.63,04-05-2020,8/13/2021,low,29.17,5.41,355,4480.77,3/17/2021,Clayey,Chickpea,Madhya Pradesh,9930,723,FALSE,9,447
wheat,72.89,09-12-2020,05-06-2020,medium,6.44,86.95,356,6300.67,03-10-2021,Alluvial,Guar,Uttar Pradesh,3654,449,FALSE,10,108
rice,51.67,9/22/2021,4/30/2022,low,15.25,-12.85,357,6965.58,8/21/2021,Loamy,Areca nut,West Bengal,2594,573,TRUE,10,220
cotton,7.86,01-06-2022,9/26/2021,low,15.45,73.14,358,8851.06,5/28/2020,Alluvial,Pulses,West Bengal,5570,634,TRUE,6,933
corn,88.21,6/13/2021,03-11-2022,medium,34.93,27.37,359,2765.79,11-12-2020,Black,Sorghum,Himachal Pradesh,8503,381,FALSE,8,880
